flow_timestamp,flow_amt,flow_txn,flow_length,flow_length_nrev,flow_duration,flow_acct_IDs,flow_txn_IDs,flow_txn_types,flow_amts,flow_revs,flow_txns,flow_durs,flow_categs
2019-08-18 00:00:00,10.0,0.25,0,0,5.0,"[AAA,XYZ,provider]","[10000010,10000011]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.25,1.0]",[5.0],"(deposit,withdraw)"
2019-08-18 00:00:00,10.0,0.25,0,0,8.0,"[AAA,XYZ,provider]","[10000010,10000012]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.25,1.0]",[8.0],"(deposit,withdraw)"
2019-08-18 00:00:00,10.0,0.25,0,0,15.0,"[AAA,XYZ,provider]","[10000010,10000013]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.25,1.0]",[15.0],"(deposit,withdraw)"
2019-08-18 00:00:00,10.0,0.25,0,0,16.0,"[AAA,XYZ,provider]","[10000010,10000014]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.25,1.0]",[16.0],"(deposit,withdraw)"
2019-08-21 06:00:00,10.0,0.3333333333333333,0,0,5.0,"[BBB,XYZ,provider]","[10000015,10000016]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.3333333333333333,1.0]",[5.0],"(deposit,withdraw)"
2019-08-21 06:00:00,10.0,0.3333333333333333,0,0,24.0,"[BBB,XYZ,provider]","[10000015,10000017]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.3333333333333333,1.0]",[24.0],"(deposit,withdraw)"
2019-08-21 06:00:00,5.0,0.16666666666666666,0,0,58.0,"[BBB,XYZ,provider]","[10000015,10000019]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.16666666666666666,0.5]",[58.0],"(deposit,withdraw)"
2019-08-22 08:00:00,5.0,0.5,0,0,32.0,"[CCC,XYZ,provider]","[10000018,10000019]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.5,0.5]",[32.0],"(deposit,withdraw)"
2019-08-21 06:00:00,5.0,0.16666666666666666,0,0,98.0,"[BBB,XYZ]",[10000015],[cash-in],[5.0],[0.0],[0.16666666666666666],[98.0],"(deposit,untracked)"
2019-08-22 08:00:00,5.0,0.5,0,0,72.0,"[CCC,XYZ,provider]","[10000018,10000020]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.5,0.5]",[72.0],"(deposit,withdraw)"
2019-08-25 08:00:00,5.0,0.5,0,0,0.0,"[XYZ,provider]",[10000020],[mobile-minutes],[5.0],[0.0],[0.5],[],"(untracked,withdraw)"
2019-08-27 07:00:00,10.0,0.5,0,0,1.0,"[DDD,XYZ,provider]","[10000021,10000022]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.5,1.0]",[1.0],"(deposit,withdraw)"
2019-08-27 07:00:00,5.0,0.25,0,0,12.0,"[DDD,XYZ,provider]","[10000021,10000023]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.25,1.0]",[12.0],"(deposit,withdraw)"
2019-08-27 07:00:00,4.390243902439025,0.21951219512195125,0,0,31.0,"[DDD,XYZ,utility]","[10000021,10000025]","[cash-in,bill-payment]","[4.390243902439025,4.390243902439025]","[0.0,0.0]","[0.21951219512195125,0.024390243902439025]",[31.0],"(deposit,withdraw)"
2019-08-28 12:00:00,175.609756097561,0.878048780487805,0,0,2.0,"[EEE,XYZ,utility]","[10000024,10000025]","[cash-in,bill-payment]","[175.609756097561,175.609756097561]","[0.0,0.0]","[0.878048780487805,0.9756097560975611]",[2.0],"(deposit,withdraw)"
2019-08-27 07:00:00,0.24390243902439024,0.012195121951219513,0,0,61.0,"[DDD,XYZ,provider]","[10000021,10000026]","[cash-in,mobile-minutes]","[0.24390243902439024,0.24390243902439024]","[0.0,0.0]","[0.012195121951219513,0.024390243902439025]",[61.0],"(deposit,withdraw)"
2019-08-28 12:00:00,9.756097560975611,0.04878048780487806,0,0,32.0,"[EEE,XYZ,provider]","[10000024,10000026]","[cash-in,mobile-minutes]","[9.756097560975611,9.756097560975611]","[0.0,0.0]","[0.04878048780487806,0.9756097560975612]",[32.0],"(deposit,withdraw)"
2019-08-27 07:00:00,0.36585365853658536,0.018292682926829267,0,0,77.0,"[DDD,XYZ]",[10000021],[cash-in],[0.36585365853658536],[0.0],[0.018292682926829267],[77.0],"(deposit,untracked)"
2019-08-28 12:00:00,9.756097560975608,0.04878048780487804,0,0,48.0,"[EEE,XYZ,provider]","[10000024,10000027]","[cash-in,mobile-minutes]","[9.756097560975608,9.756097560975608]","[0.0,0.0]","[0.04878048780487804,0.9756097560975607]",[48.0],"(deposit,withdraw)"
2019-08-30 12:00:00,0.24390243902439224,0.024390243902439223,0,0,0.0,"[XYZ,provider]",[10000027],[mobile-minutes],[0.24390243902439224],[0.0],[0.024390243902439223],[],"(untracked,withdraw)"
2019-08-28 12:00:00,4.878048780487804,0.02439024390243902,0,0,66.0,"[EEE,XYZ,provider]","[10000024,10000028]","[cash-in,mobile-minutes]","[4.878048780487804,4.878048780487804]","[0.0,0.0]","[0.02439024390243902,0.9756097560975607]",[66.0],"(deposit,withdraw)"
2019-08-31 06:00:00,0.12195121951219612,0.024390243902439223,0,0,0.0,"[XYZ,provider]",[10000028],[mobile-minutes],[0.12195121951219612],[0.0],[0.024390243902439223],[],"(untracked,withdraw)"
