flow_timestamp,flow_amt,flow_txn,flow_length,flow_length_nrev,flow_duration,flow_acct_IDs,flow_txn_IDs,flow_txn_types,flow_amts,flow_revs,flow_txns,flow_durs,flow_categs
2019-08-17 23:59:59,3.333333333333333,0.16666666666666666,0,0,5.000277777777778,"[XYZ,XYZ,provider]","[initial,10000011]","[inferred,mobile-minutes]","[3.333333333333333,3.333333333333333]","[0.0,0.0]","[0.16666666666666666,0.3333333333333333]",[5.000277777777778],"(deposit,withdraw)"
2019-08-18 00:00:00,6.666666666666666,0.16666666666666666,0,0,5.0,"[AAA,XYZ,provider]","[10000010,10000011]","[cash-in,mobile-minutes]","[6.666666666666666,6.666666666666666]","[0.0,0.0]","[0.16666666666666666,0.6666666666666666]",[5.0],"(deposit,withdraw)"
2019-08-17 23:59:59,3.333333333333334,0.16666666666666669,0,0,8.000277777777777,"[XYZ,XYZ,provider]","[initial,10000012]","[inferred,mobile-minutes]","[3.333333333333334,3.333333333333334]","[0.0,0.0]","[0.16666666666666669,0.33333333333333337]",[8.000277777777777],"(deposit,withdraw)"
2019-08-18 00:00:00,6.666666666666668,0.16666666666666669,0,0,8.0,"[AAA,XYZ,provider]","[10000010,10000012]","[cash-in,mobile-minutes]","[6.666666666666668,6.666666666666668]","[0.0,0.0]","[0.16666666666666669,0.6666666666666667]",[8.0],"(deposit,withdraw)"
2019-08-17 23:59:59,3.333333333333334,0.16666666666666669,0,0,15.000277777777777,"[XYZ,XYZ,provider]","[initial,10000013]","[inferred,mobile-minutes]","[3.333333333333334,3.333333333333334]","[0.0,0.0]","[0.16666666666666669,0.33333333333333337]",[15.000277777777777],"(deposit,withdraw)"
2019-08-18 00:00:00,6.666666666666668,0.16666666666666669,0,0,15.0,"[AAA,XYZ,provider]","[10000010,10000013]","[cash-in,mobile-minutes]","[6.666666666666668,6.666666666666668]","[0.0,0.0]","[0.16666666666666669,0.6666666666666667]",[15.0],"(deposit,withdraw)"
2019-08-17 23:59:59,3.333333333333334,0.16666666666666669,0,0,16.00027777777778,"[XYZ,XYZ,provider]","[initial,10000014]","[inferred,mobile-minutes]","[3.333333333333334,3.333333333333334]","[0.0,0.0]","[0.16666666666666669,0.33333333333333337]",[16.00027777777778],"(deposit,withdraw)"
2019-08-18 00:00:00,6.666666666666668,0.16666666666666669,0,0,16.0,"[AAA,XYZ,provider]","[10000010,10000014]","[cash-in,mobile-minutes]","[6.666666666666668,6.666666666666668]","[0.0,0.0]","[0.16666666666666669,0.6666666666666667]",[16.0],"(deposit,withdraw)"
2019-08-17 23:59:59,1.3333333333333337,0.06666666666666668,0,0,83.00027777777778,"[XYZ,XYZ,provider]","[initial,10000016]","[inferred,mobile-minutes]","[1.3333333333333337,1.3333333333333337]","[0.0,0.0]","[0.06666666666666668,0.13333333333333336]",[83.00027777777778],"(deposit,withdraw)"
2019-08-18 00:00:00,2.6666666666666674,0.06666666666666668,0,0,83.0,"[AAA,XYZ,provider]","[10000010,10000016]","[cash-in,mobile-minutes]","[2.6666666666666674,2.6666666666666674]","[0.0,0.0]","[0.06666666666666668,0.2666666666666667]",[83.0],"(deposit,withdraw)"
2019-08-21 06:00:00,6.0,0.2,0,0,5.0,"[BBB,XYZ,provider]","[10000015,10000016]","[cash-in,mobile-minutes]","[6.0,6.0]","[0.0,0.0]","[0.2,0.6]",[5.0],"(deposit,withdraw)"
2019-08-17 23:59:59,1.3333333333333337,0.06666666666666668,0,0,102.00027777777778,"[XYZ,XYZ,provider]","[initial,10000017]","[inferred,mobile-minutes]","[1.3333333333333337,1.3333333333333337]","[0.0,0.0]","[0.06666666666666668,0.13333333333333336]",[102.00027777777778],"(deposit,withdraw)"
