trj_timestamp,trj_amt,trj_txn,trj_categ,trj_len,trj_dur,txn_IDs,txn_types,txn_amts,txn_revs,txn_txns,acct_IDs,acct_durs
2019-08-18 00:00:00,3.333333333333333,0.16666666666666666,"(deposit,withdraw)",0,5.0,"[i_d85ba5db7535,10000011]","[accounting,mobile-minutes]","[3.333333333333333,3.333333333333333]","[0.0,0.0]","[0.16666666666666666,0.3333333333333333]","[inferred,XYZ,provider]",[5.0]
2019-08-18 00:00:00,6.666666666666666,0.16666666666666666,"(deposit,withdraw)",0,5.0,"[10000010,10000011]","[cash-in,mobile-minutes]","[6.666666666666666,6.666666666666666]","[0.0,0.0]","[0.16666666666666666,0.6666666666666666]","[AAA,XYZ,provider]",[5.0]
2019-08-18 00:00:00,3.333333333333334,0.16666666666666669,"(deposit,withdraw)",0,8.0,"[i_d85ba5db7535,10000012]","[accounting,mobile-minutes]","[3.333333333333334,3.333333333333334]","[0.0,0.0]","[0.16666666666666669,0.33333333333333337]","[inferred,XYZ,provider]",[8.0]
2019-08-18 00:00:00,6.666666666666668,0.16666666666666669,"(deposit,withdraw)",0,8.0,"[10000010,10000012]","[cash-in,mobile-minutes]","[6.666666666666668,6.666666666666668]","[0.0,0.0]","[0.16666666666666669,0.6666666666666667]","[AAA,XYZ,provider]",[8.0]
2019-08-18 00:00:00,3.333333333333334,0.16666666666666669,"(deposit,withdraw)",0,15.0,"[i_d85ba5db7535,10000013]","[accounting,mobile-minutes]","[3.333333333333334,3.333333333333334]","[0.0,0.0]","[0.16666666666666669,0.33333333333333337]","[inferred,XYZ,provider]",[15.0]
2019-08-18 00:00:00,6.666666666666668,0.16666666666666669,"(deposit,withdraw)",0,15.0,"[10000010,10000013]","[cash-in,mobile-minutes]","[6.666666666666668,6.666666666666668]","[0.0,0.0]","[0.16666666666666669,0.6666666666666667]","[AAA,XYZ,provider]",[15.0]
2019-08-18 00:00:00,3.333333333333334,0.16666666666666669,"(deposit,withdraw)",0,16.0,"[i_d85ba5db7535,10000014]","[accounting,mobile-minutes]","[3.333333333333334,3.333333333333334]","[0.0,0.0]","[0.16666666666666669,0.33333333333333337]","[inferred,XYZ,provider]",[16.0]
2019-08-18 00:00:00,6.666666666666668,0.16666666666666669,"(deposit,withdraw)",0,16.0,"[10000010,10000014]","[cash-in,mobile-minutes]","[6.666666666666668,6.666666666666668]","[0.0,0.0]","[0.16666666666666669,0.6666666666666667]","[AAA,XYZ,provider]",[16.0]
2019-08-18 00:00:00,1.3333333333333337,0.06666666666666668,"(deposit,withdraw)",0,83.0,"[i_d85ba5db7535,10000016]","[accounting,mobile-minutes]","[1.3333333333333337,1.3333333333333337]","[0.0,0.0]","[0.06666666666666668,0.13333333333333336]","[inferred,XYZ,provider]",[83.0]
2019-08-18 00:00:00,2.6666666666666674,0.06666666666666668,"(deposit,withdraw)",0,83.0,"[10000010,10000016]","[cash-in,mobile-minutes]","[2.6666666666666674,2.6666666666666674]","[0.0,0.0]","[0.06666666666666668,0.2666666666666667]","[AAA,XYZ,provider]",[83.0]
2019-08-21 06:00:00,6.0,0.2,"(deposit,withdraw)",0,5.0,"[10000015,10000016]","[cash-in,mobile-minutes]","[6.0,6.0]","[0.0,0.0]","[0.2,0.6]","[BBB,XYZ,provider]",[5.0]
2019-08-18 00:00:00,1.3333333333333337,0.06666666666666668,"(deposit,withdraw)",0,102.0,"[i_d85ba5db7535,10000017]","[accounting,mobile-minutes]","[1.3333333333333337,1.3333333333333337]","[0.0,0.0]","[0.06666666666666668,0.13333333333333336]","[inferred,XYZ,provider]",[102.0]
2019-08-18 00:00:00,2.6666666666666674,0.06666666666666668,"(deposit,withdraw)",0,102.0,"[10000010,10000017]","[cash-in,mobile-minutes]","[2.6666666666666674,2.6666666666666674]","[0.0,0.0]","[0.06666666666666668,0.2666666666666667]","[AAA,XYZ,provider]",[102.0]
2019-08-21 06:00:00,6.0,0.2,"(deposit,withdraw)",0,24.0,"[10000015,10000017]","[cash-in,mobile-minutes]","[6.0,6.0]","[0.0,0.0]","[0.2,0.6]","[BBB,XYZ,provider]",[24.0]
2019-08-18 00:00:00,1.0000000000000002,0.05000000000000001,"(deposit,withdraw)",0,136.0,"[i_d85ba5db7535,10000019]","[accounting,mobile-minutes]","[1.0000000000000002,1.0000000000000002]","[0.0,0.0]","[0.05000000000000001,0.10000000000000002]","[inferred,XYZ,provider]",[136.0]
2019-08-18 00:00:00,2.0000000000000004,0.05000000000000001,"(deposit,withdraw)",0,136.0,"[10000010,10000019]","[cash-in,mobile-minutes]","[2.0000000000000004,2.0000000000000004]","[0.0,0.0]","[0.05000000000000001,0.20000000000000004]","[AAA,XYZ,provider]",[136.0]
2019-08-21 06:00:00,4.5,0.15,"(deposit,withdraw)",0,58.0,"[10000015,10000019]","[cash-in,mobile-minutes]","[4.5,4.5]","[0.0,0.0]","[0.15,0.45]","[BBB,XYZ,provider]",[58.0]
2019-08-22 08:00:00,2.5,0.25,"(deposit,withdraw)",0,32.0,"[10000018,10000019]","[cash-in,mobile-minutes]","[2.5,2.5]","[0.0,0.0]","[0.25,0.25]","[CCC,XYZ,provider]",[32.0]
2019-08-18 00:00:00,1.0000000000000002,0.05000000000000001,"(deposit,withdraw)",0,176.0,"[i_d85ba5db7535,10000020]","[accounting,mobile-minutes]","[1.0000000000000002,1.0000000000000002]","[0.0,0.0]","[0.05000000000000001,0.10000000000000002]","[inferred,XYZ,provider]",[176.0]
2019-08-18 00:00:00,2.0000000000000004,0.05000000000000001,"(deposit,withdraw)",0,176.0,"[10000010,10000020]","[cash-in,mobile-minutes]","[2.0000000000000004,2.0000000000000004]","[0.0,0.0]","[0.05000000000000001,0.20000000000000004]","[AAA,XYZ,provider]",[176.0]
2019-08-21 06:00:00,4.5,0.15,"(deposit,withdraw)",0,98.0,"[10000015,10000020]","[cash-in,mobile-minutes]","[4.5,4.5]","[0.0,0.0]","[0.15,0.45]","[BBB,XYZ,provider]",[98.0]
2019-08-22 08:00:00,2.5,0.25,"(deposit,withdraw)",0,72.0,"[10000018,10000020]","[cash-in,mobile-minutes]","[2.5,2.5]","[0.0,0.0]","[0.25,0.25]","[CCC,XYZ,provider]",[72.0]
2019-08-18 00:00:00,0.5000000000000001,0.025000000000000005,"(deposit,withdraw)",0,224.0,"[i_d85ba5db7535,10000022]","[accounting,mobile-minutes]","[0.5000000000000001,0.5000000000000001]","[0.0,0.0]","[0.025000000000000005,0.05000000000000001]","[inferred,XYZ,provider]",[224.0]
2019-08-18 00:00:00,1.0000000000000002,0.025000000000000005,"(deposit,withdraw)",0,224.0,"[10000010,10000022]","[cash-in,mobile-minutes]","[1.0000000000000002,1.0000000000000002]","[0.0,0.0]","[0.025000000000000005,0.10000000000000002]","[AAA,XYZ,provider]",[224.0]
2019-08-21 06:00:00,2.25,0.075,"(deposit,withdraw)",0,146.0,"[10000015,10000022]","[cash-in,mobile-minutes]","[2.25,2.25]","[0.0,0.0]","[0.075,0.225]","[BBB,XYZ,provider]",[146.0]
2019-08-22 08:00:00,1.25,0.125,"(deposit,withdraw)",0,120.0,"[10000018,10000022]","[cash-in,mobile-minutes]","[1.25,1.25]","[0.0,0.0]","[0.125,0.125]","[CCC,XYZ,provider]",[120.0]
2019-08-27 07:00:00,5.0,0.25,"(deposit,withdraw)",0,1.0,"[10000021,10000022]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.25,0.5]","[DDD,XYZ,provider]",[1.0]
2019-08-18 00:00:00,0.25000000000000006,0.012500000000000002,"(deposit,withdraw)",0,235.0,"[i_d85ba5db7535,10000023]","[accounting,mobile-minutes]","[0.25000000000000006,0.25000000000000006]","[0.0,0.0]","[0.012500000000000002,0.05000000000000001]","[inferred,XYZ,provider]",[235.0]
2019-08-18 00:00:00,0.5000000000000001,0.012500000000000002,"(deposit,withdraw)",0,235.0,"[10000010,10000023]","[cash-in,mobile-minutes]","[0.5000000000000001,0.5000000000000001]","[0.0,0.0]","[0.012500000000000002,0.10000000000000002]","[AAA,XYZ,provider]",[235.0]
2019-08-21 06:00:00,1.125,0.0375,"(deposit,withdraw)",0,157.0,"[10000015,10000023]","[cash-in,mobile-minutes]","[1.125,1.125]","[0.0,0.0]","[0.0375,0.225]","[BBB,XYZ,provider]",[157.0]
2019-08-22 08:00:00,0.625,0.0625,"(deposit,withdraw)",0,131.0,"[10000018,10000023]","[cash-in,mobile-minutes]","[0.625,0.625]","[0.0,0.0]","[0.0625,0.125]","[CCC,XYZ,provider]",[131.0]
2019-08-27 07:00:00,2.5,0.125,"(deposit,withdraw)",0,12.0,"[10000021,10000023]","[cash-in,mobile-minutes]","[2.5,2.5]","[0.0,0.0]","[0.125,0.5]","[DDD,XYZ,provider]",[12.0]
2019-08-18 00:00:00,1.0000000000000004,0.050000000000000024,"(deposit,withdraw)",0,254.0,"[i_d85ba5db7535,10000025]","[accounting,bill-payment]","[1.0000000000000004,1.0000000000000004]","[0.0,0.0]","[0.050000000000000024,0.005555555555555558]","[inferred,XYZ,utility]",[254.0]
2019-08-18 00:00:00,2.000000000000001,0.050000000000000024,"(deposit,withdraw)",0,254.0,"[10000010,10000025]","[cash-in,bill-payment]","[2.000000000000001,2.000000000000001]","[0.0,0.0]","[0.050000000000000024,0.011111111111111117]","[AAA,XYZ,utility]",[254.0]
2019-08-21 06:00:00,4.5,0.15,"(deposit,withdraw)",0,176.0,"[10000015,10000025]","[cash-in,bill-payment]","[4.5,4.5]","[0.0,0.0]","[0.15,0.025]","[BBB,XYZ,utility]",[176.0]
2019-08-22 08:00:00,2.5,0.25,"(deposit,withdraw)",0,150.0,"[10000018,10000025]","[cash-in,bill-payment]","[2.5,2.5]","[0.0,0.0]","[0.25,0.013888888888888888]","[CCC,XYZ,utility]",[150.0]
2019-08-27 07:00:00,10.0,0.5,"(deposit,withdraw)",0,31.0,"[10000021,10000025]","[cash-in,bill-payment]","[10.0,10.0]","[0.0,0.0]","[0.5,0.05555555555555555]","[DDD,XYZ,utility]",[31.0]
2019-08-28 12:00:00,160.0,0.8,"(deposit,withdraw)",0,2.0,"[10000024,10000025]","[cash-in,bill-payment]","[160.0,160.0]","[0.0,0.0]","[0.8,0.8888888888888888]","[EEE,XYZ,utility]",[2.0]
2019-08-18 00:00:00,0.05555555555555558,0.002777777777777779,"(deposit,withdraw)",0,284.0,"[i_d85ba5db7535,10000026]","[accounting,mobile-minutes]","[0.05555555555555558,0.05555555555555558]","[0.0,0.0]","[0.002777777777777779,0.005555555555555558]","[inferred,XYZ,provider]",[284.0]
2019-08-18 00:00:00,0.11111111111111116,0.002777777777777779,"(deposit,withdraw)",0,284.0,"[10000010,10000026]","[cash-in,mobile-minutes]","[0.11111111111111116,0.11111111111111116]","[0.0,0.0]","[0.002777777777777779,0.011111111111111117]","[AAA,XYZ,provider]",[284.0]
2019-08-21 06:00:00,0.25,0.008333333333333333,"(deposit,withdraw)",0,206.0,"[10000015,10000026]","[cash-in,mobile-minutes]","[0.25,0.25]","[0.0,0.0]","[0.008333333333333333,0.025]","[BBB,XYZ,provider]",[206.0]
2019-08-22 08:00:00,0.1388888888888889,0.01388888888888889,"(deposit,withdraw)",0,180.0,"[10000018,10000026]","[cash-in,mobile-minutes]","[0.1388888888888889,0.1388888888888889]","[0.0,0.0]","[0.01388888888888889,0.01388888888888889]","[CCC,XYZ,provider]",[180.0]
2019-08-27 07:00:00,0.5555555555555556,0.02777777777777778,"(deposit,withdraw)",0,61.0,"[10000021,10000026]","[cash-in,mobile-minutes]","[0.5555555555555556,0.5555555555555556]","[0.0,0.0]","[0.02777777777777778,0.05555555555555556]","[DDD,XYZ,provider]",[61.0]
2019-08-28 12:00:00,8.88888888888889,0.044444444444444446,"(deposit,withdraw)",0,32.0,"[10000024,10000026]","[cash-in,mobile-minutes]","[8.88888888888889,8.88888888888889]","[0.0,0.0]","[0.044444444444444446,0.888888888888889]","[EEE,XYZ,provider]",[32.0]
2019-08-18 00:00:00,0.05555555555555558,0.002777777777777779,"(deposit,withdraw)",0,300.0,"[i_d85ba5db7535,10000027]","[accounting,mobile-minutes]","[0.05555555555555558,0.05555555555555558]","[0.0,0.0]","[0.002777777777777779,0.005555555555555558]","[inferred,XYZ,provider]",[300.0]
2019-08-18 00:00:00,0.11111111111111116,0.002777777777777779,"(deposit,withdraw)",0,300.0,"[10000010,10000027]","[cash-in,mobile-minutes]","[0.11111111111111116,0.11111111111111116]","[0.0,0.0]","[0.002777777777777779,0.011111111111111117]","[AAA,XYZ,provider]",[300.0]
2019-08-21 06:00:00,0.25,0.008333333333333333,"(deposit,withdraw)",0,222.0,"[10000015,10000027]","[cash-in,mobile-minutes]","[0.25,0.25]","[0.0,0.0]","[0.008333333333333333,0.025]","[BBB,XYZ,provider]",[222.0]
2019-08-22 08:00:00,0.13888888888888887,0.013888888888888886,"(deposit,withdraw)",0,196.0,"[10000018,10000027]","[cash-in,mobile-minutes]","[0.13888888888888887,0.13888888888888887]","[0.0,0.0]","[0.013888888888888886,0.013888888888888886]","[CCC,XYZ,provider]",[196.0]
2019-08-27 07:00:00,0.5555555555555555,0.027777777777777773,"(deposit,withdraw)",0,77.0,"[10000021,10000027]","[cash-in,mobile-minutes]","[0.5555555555555555,0.5555555555555555]","[0.0,0.0]","[0.027777777777777773,0.055555555555555546]","[DDD,XYZ,provider]",[77.0]
2019-08-28 12:00:00,8.888888888888888,0.04444444444444444,"(deposit,withdraw)",0,48.0,"[10000024,10000027]","[cash-in,mobile-minutes]","[8.888888888888888,8.888888888888888]","[0.0,0.0]","[0.04444444444444444,0.8888888888888887]","[EEE,XYZ,provider]",[48.0]
2019-08-18 00:00:00,0.02777777777777779,0.0013888888888888896,"(deposit,withdraw)",0,318.0,"[i_d85ba5db7535,10000028]","[accounting,mobile-minutes]","[0.02777777777777779,0.02777777777777779]","[0.0,0.0]","[0.0013888888888888896,0.005555555555555558]","[inferred,XYZ,provider]",[318.0]
2019-08-18 00:00:00,0.05555555555555558,0.0013888888888888896,"(deposit,withdraw)",0,318.0,"[10000010,10000028]","[cash-in,mobile-minutes]","[0.05555555555555558,0.05555555555555558]","[0.0,0.0]","[0.0013888888888888896,0.011111111111111117]","[AAA,XYZ,provider]",[318.0]
2019-08-21 06:00:00,0.125,0.004166666666666667,"(deposit,withdraw)",0,240.0,"[10000015,10000028]","[cash-in,mobile-minutes]","[0.125,0.125]","[0.0,0.0]","[0.004166666666666667,0.025]","[BBB,XYZ,provider]",[240.0]
2019-08-22 08:00:00,0.06944444444444445,0.006944444444444445,"(deposit,withdraw)",0,214.0,"[10000018,10000028]","[cash-in,mobile-minutes]","[0.06944444444444445,0.06944444444444445]","[0.0,0.0]","[0.006944444444444445,0.01388888888888889]","[CCC,XYZ,provider]",[214.0]
2019-08-27 07:00:00,0.2777777777777778,0.01388888888888889,"(deposit,withdraw)",0,95.0,"[10000021,10000028]","[cash-in,mobile-minutes]","[0.2777777777777778,0.2777777777777778]","[0.0,0.0]","[0.01388888888888889,0.05555555555555556]","[DDD,XYZ,provider]",[95.0]
2019-08-28 12:00:00,4.444444444444445,0.022222222222222223,"(deposit,withdraw)",0,66.0,"[10000024,10000028]","[cash-in,mobile-minutes]","[4.444444444444445,4.444444444444445]","[0.0,0.0]","[0.022222222222222223,0.888888888888889]","[EEE,XYZ,provider]",[66.0]
2019-08-18 00:00:00,0.11111111111111116,0.005555555555555558,"(deposit,withdraw)",0,336.0,"[i_d85ba5db7535,i_bf59563e974e]","[accounting,final]","[0.11111111111111116,0.11111111111111116]","[0.0,0.0]","[0.005555555555555558,0.005555555555555558]","[inferred,XYZ,inferred]",[336.0]
2019-08-18 00:00:00,0.22222222222222232,0.005555555555555558,"(deposit,withdraw)",0,336.0,"[10000010,i_bf59563e974e]","[cash-in,final]","[0.22222222222222232,0.22222222222222232]","[0.0,0.0]","[0.005555555555555558,0.011111111111111117]","[AAA,XYZ,inferred]",[336.0]
2019-08-21 06:00:00,0.5,0.016666666666666666,"(deposit,withdraw)",0,258.0,"[10000015,i_bf59563e974e]","[cash-in,final]","[0.5,0.5]","[0.0,0.0]","[0.016666666666666666,0.025]","[BBB,XYZ,inferred]",[258.0]
2019-08-22 08:00:00,0.2777777777777778,0.02777777777777778,"(deposit,withdraw)",0,232.0,"[10000018,i_bf59563e974e]","[cash-in,final]","[0.2777777777777778,0.2777777777777778]","[0.0,0.0]","[0.02777777777777778,0.01388888888888889]","[CCC,XYZ,inferred]",[232.0]
2019-08-27 07:00:00,1.1111111111111112,0.05555555555555556,"(deposit,withdraw)",0,113.0,"[10000021,i_bf59563e974e]","[cash-in,final]","[1.1111111111111112,1.1111111111111112]","[0.0,0.0]","[0.05555555555555556,0.05555555555555556]","[DDD,XYZ,inferred]",[113.0]
2019-08-28 12:00:00,17.77777777777778,0.08888888888888889,"(deposit,withdraw)",0,84.0,"[10000024,i_bf59563e974e]","[cash-in,final]","[17.77777777777778,17.77777777777778]","[0.0,0.0]","[0.08888888888888889,0.888888888888889]","[EEE,XYZ,inferred]",[84.0]
