trj_timestamp,trj_amt,trj_txn,trj_categ,trj_len,trj_dur,txn_IDs,txn_types,txn_amts,txn_revs,txn_txns,acct_IDs,acct_durs
2019-08-17 23:59:58,3.333333,0.166667,"(deposit,withdraw)",0,5.000278,"[i_65e4f6abad30,10000011]","[initial,mobile-minutes]","[3.333333,3.333333]","[0.0,0.0]","[0.166667,0.333333]","[inferred,XYZ,provider]",[5.000278]
2019-08-18 00:00:00,6.666667,0.166667,"(deposit,withdraw)",0,5.0,"[10000010,10000011]","[cash-in,mobile-minutes]","[6.666667,6.666667]","[0.0,0.0]","[0.166667,0.666667]","[AAA,XYZ,provider]",[5.0]
2019-08-17 23:59:58,3.333333,0.166667,"(deposit,withdraw)",0,8.000278,"[i_65e4f6abad30,10000012]","[initial,mobile-minutes]","[3.333333,3.333333]","[0.0,0.0]","[0.166667,0.333333]","[inferred,XYZ,provider]",[8.000278]
2019-08-18 00:00:00,6.666667,0.166667,"(deposit,withdraw)",0,8.0,"[10000010,10000012]","[cash-in,mobile-minutes]","[6.666667,6.666667]","[0.0,0.0]","[0.166667,0.666667]","[AAA,XYZ,provider]",[8.0]
2019-08-17 23:59:58,3.333333,0.166667,"(deposit,withdraw)",0,15.000278,"[i_65e4f6abad30,10000013]","[initial,mobile-minutes]","[3.333333,3.333333]","[0.0,0.0]","[0.166667,0.333333]","[inferred,XYZ,provider]",[15.000278]
2019-08-18 00:00:00,6.666667,0.166667,"(deposit,withdraw)",0,15.0,"[10000010,10000013]","[cash-in,mobile-minutes]","[6.666667,6.666667]","[0.0,0.0]","[0.166667,0.666667]","[AAA,XYZ,provider]",[15.0]
2019-08-17 23:59:58,3.333333,0.166667,"(deposit,withdraw)",0,16.000278,"[i_65e4f6abad30,10000014]","[initial,mobile-minutes]","[3.333333,3.333333]","[0.0,0.0]","[0.166667,0.333333]","[inferred,XYZ,provider]",[16.000278]
2019-08-18 00:00:00,6.666667,0.166667,"(deposit,withdraw)",0,16.0,"[10000010,10000014]","[cash-in,mobile-minutes]","[6.666667,6.666667]","[0.0,0.0]","[0.166667,0.666667]","[AAA,XYZ,provider]",[16.0]
2019-08-17 23:59:58,1.333333,0.066667,"(deposit,withdraw)",0,83.000278,"[i_65e4f6abad30,10000016]","[initial,mobile-minutes]","[1.333333,1.333333]","[0.0,0.0]","[0.066667,0.133333]","[inferred,XYZ,provider]",[83.000278]
2019-08-18 00:00:00,2.666667,0.066667,"(deposit,withdraw)",0,83.0,"[10000010,10000016]","[cash-in,mobile-minutes]","[2.666667,2.666667]","[0.0,0.0]","[0.066667,0.266667]","[AAA,XYZ,provider]",[83.0]
2019-08-21 06:00:00,6.0,0.2,"(deposit,withdraw)",0,5.0,"[10000015,10000016]","[cash-in,mobile-minutes]","[6.0,6.0]","[0.0,0.0]","[0.2,0.6]","[BBB,XYZ,provider]",[5.0]
2019-08-17 23:59:58,1.333333,0.066667,"(deposit,withdraw)",0,102.000278,"[i_65e4f6abad30,10000017]","[initial,mobile-minutes]","[1.333333,1.333333]","[0.0,0.0]","[0.066667,0.133333]","[inferred,XYZ,provider]",[102.000278]
2019-08-18 00:00:00,2.666667,0.066667,"(deposit,withdraw)",0,102.0,"[10000010,10000017]","[cash-in,mobile-minutes]","[2.666667,2.666667]","[0.0,0.0]","[0.066667,0.266667]","[AAA,XYZ,provider]",[102.0]
2019-08-21 06:00:00,6.0,0.2,"(deposit,withdraw)",0,24.0,"[10000015,10000017]","[cash-in,mobile-minutes]","[6.0,6.0]","[0.0,0.0]","[0.2,0.6]","[BBB,XYZ,provider]",[24.0]
2019-08-17 23:59:58,1.0,0.05,"(deposit,withdraw)",0,136.000278,"[i_65e4f6abad30,10000019]","[initial,mobile-minutes]","[1.0,1.0]","[0.0,0.0]","[0.05,0.1]","[inferred,XYZ,provider]",[136.000278]
2019-08-18 00:00:00,2.0,0.05,"(deposit,withdraw)",0,136.0,"[10000010,10000019]","[cash-in,mobile-minutes]","[2.0,2.0]","[0.0,0.0]","[0.05,0.2]","[AAA,XYZ,provider]",[136.0]
2019-08-21 06:00:00,4.5,0.15,"(deposit,withdraw)",0,58.0,"[10000015,10000019]","[cash-in,mobile-minutes]","[4.5,4.5]","[0.0,0.0]","[0.15,0.45]","[BBB,XYZ,provider]",[58.0]
2019-08-22 08:00:00,2.5,0.25,"(deposit,withdraw)",0,32.0,"[10000018,10000019]","[cash-in,mobile-minutes]","[2.5,2.5]","[0.0,0.0]","[0.25,0.25]","[CCC,XYZ,provider]",[32.0]
2019-08-17 23:59:58,1.0,0.05,"(deposit,withdraw)",0,176.000278,"[i_65e4f6abad30,10000020]","[initial,mobile-minutes]","[1.0,1.0]","[0.0,0.0]","[0.05,0.1]","[inferred,XYZ,provider]",[176.000278]
2019-08-18 00:00:00,2.0,0.05,"(deposit,withdraw)",0,176.0,"[10000010,10000020]","[cash-in,mobile-minutes]","[2.0,2.0]","[0.0,0.0]","[0.05,0.2]","[AAA,XYZ,provider]",[176.0]
2019-08-21 06:00:00,4.5,0.15,"(deposit,withdraw)",0,98.0,"[10000015,10000020]","[cash-in,mobile-minutes]","[4.5,4.5]","[0.0,0.0]","[0.15,0.45]","[BBB,XYZ,provider]",[98.0]
2019-08-22 08:00:00,2.5,0.25,"(deposit,withdraw)",0,72.0,"[10000018,10000020]","[cash-in,mobile-minutes]","[2.5,2.5]","[0.0,0.0]","[0.25,0.25]","[CCC,XYZ,provider]",[72.0]
2019-08-17 23:59:58,0.5,0.025,"(deposit,withdraw)",0,224.000278,"[i_65e4f6abad30,10000022]","[initial,mobile-minutes]","[0.5,0.5]","[0.0,0.0]","[0.025,0.05]","[inferred,XYZ,provider]",[224.000278]
2019-08-18 00:00:00,1.0,0.025,"(deposit,withdraw)",0,224.0,"[10000010,10000022]","[cash-in,mobile-minutes]","[1.0,1.0]","[0.0,0.0]","[0.025,0.1]","[AAA,XYZ,provider]",[224.0]
2019-08-21 06:00:00,2.25,0.075,"(deposit,withdraw)",0,146.0,"[10000015,10000022]","[cash-in,mobile-minutes]","[2.25,2.25]","[0.0,0.0]","[0.075,0.225]","[BBB,XYZ,provider]",[146.0]
2019-08-22 08:00:00,1.25,0.125,"(deposit,withdraw)",0,120.0,"[10000018,10000022]","[cash-in,mobile-minutes]","[1.25,1.25]","[0.0,0.0]","[0.125,0.125]","[CCC,XYZ,provider]",[120.0]
2019-08-27 08:00:00,5.0,0.25,"(deposit,withdraw)",0,0.0,"[i_bd02e8225a24,10000022]","[accounting,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.25,0.5]","[inferred,XYZ,provider]",[0.0]
2019-08-17 23:59:58,0.25,0.0125,"(deposit,withdraw)",0,235.000278,"[i_65e4f6abad30,10000023]","[initial,mobile-minutes]","[0.25,0.25]","[0.0,0.0]","[0.0125,0.05]","[inferred,XYZ,provider]",[235.000278]
2019-08-18 00:00:00,0.5,0.0125,"(deposit,withdraw)",0,235.0,"[10000010,10000023]","[cash-in,mobile-minutes]","[0.5,0.5]","[0.0,0.0]","[0.0125,0.1]","[AAA,XYZ,provider]",[235.0]
2019-08-21 06:00:00,1.125,0.0375,"(deposit,withdraw)",0,157.0,"[10000015,10000023]","[cash-in,mobile-minutes]","[1.125,1.125]","[0.0,0.0]","[0.0375,0.225]","[BBB,XYZ,provider]",[157.0]
2019-08-22 08:00:00,0.625,0.0625,"(deposit,withdraw)",0,131.0,"[10000018,10000023]","[cash-in,mobile-minutes]","[0.625,0.625]","[0.0,0.0]","[0.0625,0.125]","[CCC,XYZ,provider]",[131.0]
2019-08-27 08:00:00,2.5,0.125,"(deposit,withdraw)",0,11.0,"[i_bd02e8225a24,10000023]","[accounting,mobile-minutes]","[2.5,2.5]","[0.0,0.0]","[0.125,0.5]","[inferred,XYZ,provider]",[11.0]
2019-08-17 23:59:58,1.0,0.05,"(deposit,withdraw)",0,254.000278,"[i_65e4f6abad30,10000025]","[initial,bill-payment]","[1.0,1.0]","[0.0,0.0]","[0.05,0.005556]","[inferred,XYZ,utility]",[254.000278]
2019-08-18 00:00:00,2.0,0.05,"(deposit,withdraw)",0,254.0,"[10000010,10000025]","[cash-in,bill-payment]","[2.0,2.0]","[0.0,0.0]","[0.05,0.011111]","[AAA,XYZ,utility]",[254.0]
2019-08-21 06:00:00,4.5,0.15,"(deposit,withdraw)",0,176.0,"[10000015,10000025]","[cash-in,bill-payment]","[4.5,4.5]","[0.0,0.0]","[0.15,0.025]","[BBB,XYZ,utility]",[176.0]
2019-08-22 08:00:00,2.5,0.25,"(deposit,withdraw)",0,150.0,"[10000018,10000025]","[cash-in,bill-payment]","[2.5,2.5]","[0.0,0.0]","[0.25,0.013889]","[CCC,XYZ,utility]",[150.0]
2019-08-27 08:00:00,10.0,0.5,"(deposit,withdraw)",0,30.0,"[i_bd02e8225a24,10000025]","[accounting,bill-payment]","[10.0,10.0]","[0.0,0.0]","[0.5,0.055556]","[inferred,XYZ,utility]",[30.0]
2019-08-28 12:00:00,160.0,0.8,"(deposit,withdraw)",0,2.0,"[10000024,10000025]","[cash-in,bill-payment]","[160.0,160.0]","[0.0,0.0]","[0.8,0.888889]","[EEE,XYZ,utility]",[2.0]
2019-08-17 23:59:58,0.055556,0.002778,"(deposit,withdraw)",0,284.000278,"[i_65e4f6abad30,10000026]","[initial,mobile-minutes]","[0.055556,0.055556]","[0.0,0.0]","[0.002778,0.005556]","[inferred,XYZ,provider]",[284.000278]
2019-08-18 00:00:00,0.111111,0.002778,"(deposit,withdraw)",0,284.0,"[10000010,10000026]","[cash-in,mobile-minutes]","[0.111111,0.111111]","[0.0,0.0]","[0.002778,0.011111]","[AAA,XYZ,provider]",[284.0]
2019-08-21 06:00:00,0.25,0.008333,"(deposit,withdraw)",0,206.0,"[10000015,10000026]","[cash-in,mobile-minutes]","[0.25,0.25]","[0.0,0.0]","[0.008333,0.025]","[BBB,XYZ,provider]",[206.0]
2019-08-22 08:00:00,0.138889,0.013889,"(deposit,withdraw)",0,180.0,"[10000018,10000026]","[cash-in,mobile-minutes]","[0.138889,0.138889]","[0.0,0.0]","[0.013889,0.013889]","[CCC,XYZ,provider]",[180.0]
2019-08-27 08:00:00,0.555556,0.027778,"(deposit,withdraw)",0,60.0,"[i_bd02e8225a24,10000026]","[accounting,mobile-minutes]","[0.555556,0.555556]","[0.0,0.0]","[0.027778,0.055556]","[inferred,XYZ,provider]",[60.0]
2019-08-28 12:00:00,8.888889,0.044444,"(deposit,withdraw)",0,32.0,"[10000024,10000026]","[cash-in,mobile-minutes]","[8.888889,8.888889]","[0.0,0.0]","[0.044444,0.888889]","[EEE,XYZ,provider]",[32.0]
2019-08-17 23:59:58,0.055556,0.002778,"(deposit,withdraw)",0,300.000278,"[i_65e4f6abad30,10000027]","[initial,mobile-minutes]","[0.055556,0.055556]","[0.0,0.0]","[0.002778,0.005556]","[inferred,XYZ,provider]",[300.000278]
2019-08-18 00:00:00,0.111111,0.002778,"(deposit,withdraw)",0,300.0,"[10000010,10000027]","[cash-in,mobile-minutes]","[0.111111,0.111111]","[0.0,0.0]","[0.002778,0.011111]","[AAA,XYZ,provider]",[300.0]
2019-08-21 06:00:00,0.25,0.008333,"(deposit,withdraw)",0,222.0,"[10000015,10000027]","[cash-in,mobile-minutes]","[0.25,0.25]","[0.0,0.0]","[0.008333,0.025]","[BBB,XYZ,provider]",[222.0]
2019-08-22 08:00:00,0.138889,0.013889,"(deposit,withdraw)",0,196.0,"[10000018,10000027]","[cash-in,mobile-minutes]","[0.138889,0.138889]","[0.0,0.0]","[0.013889,0.013889]","[CCC,XYZ,provider]",[196.0]
2019-08-27 08:00:00,0.555556,0.027778,"(deposit,withdraw)",0,76.0,"[i_bd02e8225a24,10000027]","[accounting,mobile-minutes]","[0.555556,0.555556]","[0.0,0.0]","[0.027778,0.055556]","[inferred,XYZ,provider]",[76.0]
2019-08-28 12:00:00,8.888889,0.044444,"(deposit,withdraw)",0,48.0,"[10000024,10000027]","[cash-in,mobile-minutes]","[8.888889,8.888889]","[0.0,0.0]","[0.044444,0.888889]","[EEE,XYZ,provider]",[48.0]
2019-08-17 23:59:58,0.027778,0.001389,"(deposit,withdraw)",0,318.000278,"[i_65e4f6abad30,10000028]","[initial,mobile-minutes]","[0.027778,0.027778]","[0.0,0.0]","[0.001389,0.005556]","[inferred,XYZ,provider]",[318.000278]
2019-08-18 00:00:00,0.055556,0.001389,"(deposit,withdraw)",0,318.0,"[10000010,10000028]","[cash-in,mobile-minutes]","[0.055556,0.055556]","[0.0,0.0]","[0.001389,0.011111]","[AAA,XYZ,provider]",[318.0]
2019-08-21 06:00:00,0.125,0.004167,"(deposit,withdraw)",0,240.0,"[10000015,10000028]","[cash-in,mobile-minutes]","[0.125,0.125]","[0.0,0.0]","[0.004167,0.025]","[BBB,XYZ,provider]",[240.0]
2019-08-22 08:00:00,0.069444,0.006944,"(deposit,withdraw)",0,214.0,"[10000018,10000028]","[cash-in,mobile-minutes]","[0.069444,0.069444]","[0.0,0.0]","[0.006944,0.013889]","[CCC,XYZ,provider]",[214.0]
2019-08-27 08:00:00,0.277778,0.013889,"(deposit,withdraw)",0,94.0,"[i_bd02e8225a24,10000028]","[accounting,mobile-minutes]","[0.277778,0.277778]","[0.0,0.0]","[0.013889,0.055556]","[inferred,XYZ,provider]",[94.0]
