trj_timestamp,trj_amt,trj_txn,trj_categ,trj_len,trj_dur,txn_IDs,txn_types,txn_amts,txn_revs,txn_txns,acct_IDs,acct_durs
2019-08-18 00:00:00,10.0,0.25,"(deposit,withdraw)",0,5.0,"[10000010,10000011]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.25,1.0]","[AAA,XYZ,provider]",[5.0]
2019-08-18 00:00:00,10.0,0.25,"(deposit,withdraw)",0,8.0,"[10000010,10000012]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.25,1.0]","[AAA,XYZ,provider]",[8.0]
2019-08-18 00:00:00,10.0,0.25,"(deposit,withdraw)",0,15.0,"[10000010,10000013]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.25,1.0]","[AAA,XYZ,provider]",[15.0]
2019-08-18 00:00:00,10.0,0.25,"(deposit,withdraw)",0,16.0,"[10000010,10000014]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.25,1.0]","[AAA,XYZ,provider]",[16.0]
2019-08-21 06:00:00,10.0,0.333333,"(deposit,withdraw)",0,5.0,"[10000015,10000016]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.333333,1.0]","[BBB,XYZ,provider]",[5.0]
2019-08-21 06:00:00,10.0,0.333333,"(deposit,withdraw)",0,24.0,"[10000015,10000017]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.333333,1.0]","[BBB,XYZ,provider]",[24.0]
2019-08-21 06:00:00,5.0,0.166667,"(deposit,withdraw)",0,58.0,"[10000015,10000019]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.166667,0.5]","[BBB,XYZ,provider]",[58.0]
2019-08-22 08:00:00,5.0,0.5,"(deposit,withdraw)",0,32.0,"[10000018,10000019]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.5,0.5]","[CCC,XYZ,provider]",[32.0]
2019-08-21 06:00:00,5.0,0.166667,"(deposit,withdraw)",0,98.0,"[10000015,10000020]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.166667,0.5]","[BBB,XYZ,provider]",[98.0]
2019-08-22 08:00:00,5.0,0.5,"(deposit,withdraw)",0,72.0,"[10000018,10000020]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.5,0.5]","[CCC,XYZ,provider]",[72.0]
2019-08-27 07:00:00,10.0,0.5,"(deposit,withdraw)",0,1.0,"[10000021,10000022]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.5,1.0]","[DDD,XYZ,provider]",[1.0]
2019-08-27 07:00:00,5.0,0.25,"(deposit,withdraw)",0,12.0,"[10000021,10000023]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.25,1.0]","[DDD,XYZ,provider]",[12.0]
2019-08-27 07:00:00,4.390244,0.219512,"(deposit,cut)",0,31.0,[10000021],[cash-in],[4.390244],[0.0],[0.219512],"[DDD,XYZ]",[31.0]
2019-08-27 07:00:00,0.609756,0.030488,"(deposit,untracked)",0,31.0,[10000021],[cash-in],[0.609756],[0.0],[0.030488],"[DDD,XYZ]",[31.0]
2019-08-28 12:00:00,175.609756,0.878049,"(deposit,withdraw)",0,2.0,"[10000024,10000025]","[cash-in,bill-payment]","[175.609756,175.609756]","[0.0,0.0]","[0.878049,0.97561]","[EEE,XYZ,utility]",[2.0]
2019-08-28 12:00:00,9.756098,0.04878,"(deposit,withdraw)",0,32.0,"[10000024,10000026]","[cash-in,mobile-minutes]","[9.756098,9.756098]","[0.0,0.0]","[0.04878,0.97561]","[EEE,XYZ,provider]",[32.0]
2019-08-28 12:00:00,4.878049,0.02439,"(deposit,untracked)",0,48.0,[10000024],[cash-in],[4.878049],[0.0],[0.02439],"[EEE,XYZ]",[48.0]
2019-08-28 12:00:00,9.756098,0.04878,"(deposit,withdraw)",0,48.0,"[10000024,10000027]","[cash-in,mobile-minutes]","[9.756098,9.756098]","[0.0,0.0]","[0.04878,0.97561]","[EEE,XYZ,provider]",[48.0]
2019-08-31 06:00:00,5.0,1.0,"(existing,withdraw)",0,,[10000028],[mobile-minutes],[5.0],[0.0],[1.0],"[XYZ,provider]",[]
