trj_timestamp,trj_amt,trj_txn,trj_categ,trj_len,trj_dur,txn_IDs,txn_types,txn_amts,txn_revs,txn_txns,acct_IDs,acct_durs
2019-08-18 00:00:00,10.0,0.25,"(deposit,withdraw)",0,5.0,"[10000010,10000011]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.25,1.0]","[AAA,XYZ,provider]",[5.0]
2019-08-18 00:00:00,10.0,0.25,"(deposit,withdraw)",0,8.0,"[10000010,10000012]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.25,1.0]","[AAA,XYZ,provider]",[8.0]
2019-08-18 00:00:00,10.0,0.25,"(deposit,withdraw)",0,15.0,"[10000010,10000013]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.25,1.0]","[AAA,XYZ,provider]",[15.0]
2019-08-18 00:00:00,10.0,0.25,"(deposit,withdraw)",0,16.0,"[10000010,10000014]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.25,1.0]","[AAA,XYZ,provider]",[16.0]
2019-08-21 06:00:00,10.0,0.3333333333333333,"(deposit,withdraw)",0,5.0,"[10000015,10000016]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.3333333333333333,1.0]","[BBB,XYZ,provider]",[5.0]
2019-08-21 06:00:00,10.0,0.3333333333333333,"(deposit,withdraw)",0,24.0,"[10000015,10000017]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.3333333333333333,1.0]","[BBB,XYZ,provider]",[24.0]
2019-08-21 06:00:00,5.0,0.16666666666666666,"(deposit,withdraw)",0,58.0,"[10000015,10000019]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.16666666666666666,0.5]","[BBB,XYZ,provider]",[58.0]
2019-08-22 08:00:00,5.0,0.5,"(deposit,withdraw)",0,32.0,"[10000018,10000019]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.5,0.5]","[CCC,XYZ,provider]",[32.0]
2019-08-21 06:00:00,5.0,0.16666666666666666,"(deposit,withdraw)",0,98.0,"[10000015,10000020]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.16666666666666666,0.5]","[BBB,XYZ,provider]",[98.0]
2019-08-22 08:00:00,5.0,0.5,"(deposit,withdraw)",0,72.0,"[10000018,10000020]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.5,0.5]","[CCC,XYZ,provider]",[72.0]
2019-08-27 07:00:00,10.0,0.5,"(deposit,withdraw)",0,1.0,"[10000021,10000022]","[cash-in,mobile-minutes]","[10.0,10.0]","[0.0,0.0]","[0.5,1.0]","[DDD,XYZ,provider]",[1.0]
2019-08-27 07:00:00,5.0,0.25,"(deposit,withdraw)",0,12.0,"[10000021,10000023]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.25,1.0]","[DDD,XYZ,provider]",[12.0]
2019-08-27 07:00:00,4.390243902439025,0.21951219512195125,"(deposit,withdraw)",0,31.0,"[10000021,10000025]","[cash-in,bill-payment]","[4.390243902439025,3.902439024390244]","[0.0,0.4878048780487805]","[0.21951219512195125,0.024390243902439025]","[DDD,XYZ,utility]",[31.0]
2019-08-28 12:00:00,175.60975609756096,0.8780487804878048,"(deposit,withdraw)",0,2.0,"[10000024,10000025]","[cash-in,bill-payment]","[175.60975609756096,156.09756097560975]","[0.0,19.51219512195122]","[0.8780487804878048,0.9756097560975608]","[EEE,XYZ,utility]",[2.0]
2019-08-27 07:00:00,0.24390243902439024,0.012195121951219513,"(deposit,withdraw)",0,61.0,"[10000021,10000026]","[cash-in,mobile-minutes]","[0.24390243902439024,0.24390243902439024]","[0.0,0.0]","[0.012195121951219513,0.024390243902439025]","[DDD,XYZ,provider]",[61.0]
2019-08-28 12:00:00,9.756097560975611,0.04878048780487806,"(deposit,withdraw)",0,32.0,"[10000024,10000026]","[cash-in,mobile-minutes]","[9.756097560975611,9.756097560975611]","[0.0,0.0]","[0.04878048780487806,0.9756097560975612]","[EEE,XYZ,provider]",[32.0]
2019-08-27 07:00:00,0.24390243902439024,0.012195121951219513,"(deposit,withdraw)",0,77.0,"[10000021,10000027]","[cash-in,mobile-minutes]","[0.24390243902439024,0.24390243902439024]","[0.0,0.0]","[0.012195121951219513,0.024390243902439025]","[DDD,XYZ,provider]",[77.0]
2019-08-28 12:00:00,9.756097560975608,0.04878048780487804,"(deposit,withdraw)",0,48.0,"[10000024,10000027]","[cash-in,mobile-minutes]","[9.756097560975608,9.756097560975608]","[0.0,0.0]","[0.04878048780487804,0.9756097560975607]","[EEE,XYZ,provider]",[48.0]
2019-08-27 07:00:00,0.12195121951219512,0.006097560975609756,"(deposit,withdraw)",0,95.0,"[10000021,10000028]","[cash-in,mobile-minutes]","[0.12195121951219512,0.12195121951219512]","[0.0,0.0]","[0.006097560975609756,0.024390243902439025]","[DDD,XYZ,provider]",[95.0]
2019-08-28 12:00:00,4.878048780487804,0.02439024390243902,"(deposit,withdraw)",0,66.0,"[10000024,10000028]","[cash-in,mobile-minutes]","[4.878048780487804,4.878048780487804]","[0.0,0.0]","[0.02439024390243902,0.9756097560975607]","[EEE,XYZ,provider]",[66.0]
